time,P_l
2016-06-17 02:40:00+0000,18452.9
2016-06-17 02:45:00+0000,19308.6
2016-06-17 02:50:00+0000,18032.4
2016-06-17 02:55:00+0000,17994.0
2016-06-17 03:00:00+0000,18818.3
2016-06-17 03:05:00+0000,19394.3
2016-06-17 03:10:00+0000,18980.3
2016-06-17 03:15:00+0000,19068.6
2016-06-17 03:20:00+0000,18067.9
2016-06-17 03:25:00+0000,17958.8
2016-06-17 03:30:00+0000,16983.8
2016-06-17 03:35:00+0000,16789.8
2016-06-17 03:40:00+0000,17103.6
2016-06-17 03:45:00+0000,17775.5
2016-06-17 03:50:00+0000,16647.1
2016-06-17 03:55:00+0000,16766.9
2016-06-17 04:00:00+0000,17359.8
2016-06-17 04:05:00+0000,17300.7
2016-06-17 04:10:00+0000,17497.2
2016-06-17 04:15:00+0000,16866.5
2016-06-17 04:20:00+0000,17328.0
2016-06-17 04:25:00+0000,16848.8
2016-06-17 04:30:00+0000,17288.8
2016-06-17 04:35:00+0000,16649.3
2016-06-17 04:40:00+0000,16879.4
2016-06-17 04:45:00+0000,16392.0
2016-06-17 04:50:00+0000,16685.8
2016-06-17 04:55:00+0000,17002.4
2016-06-17 05:00:00+0000,16090.3
2016-06-17 05:05:00+0000,16207.1
2016-06-17 05:10:00+0000,16718.8
2016-06-17 05:15:00+0000,16645.0
2016-06-17 05:20:00+0000,15763.5
2016-06-17 05:25:00+0000,16590.3
2016-06-17 05:30:00+0000,16230.9
2016-06-17 05:35:00+0000,16049.1
2016-06-17 05:40:00+0000,14669.02
2016-06-17 05:45:00+0000,15147.042
2016-06-17 05:50:00+0000,14759.481
2016-06-17 05:55:00+0000,18736.124
2016-06-17 06:00:00+0000,17071.827
2016-06-17 06:05:00+0000,17885.807
2016-06-17 06:10:00+0000,16604.16
2016-06-17 06:15:00+0000,16538.23
2016-06-17 06:20:00+0000,17225.09
2016-06-17 06:25:00+0000,17346.94
2016-06-17 06:30:00+0000,18135.48
2016-06-17 06:35:00+0000,17040.65
2016-06-17 06:40:00+0000,18556.85
2016-06-17 06:45:00+0000,17999.22
2016-06-17 06:50:00+0000,17052.32
2016-06-17 06:55:00+0000,17388.15
2016-06-17 07:00:00+0000,18028.9
2016-06-17 07:05:00+0000,16390.88
2016-06-17 07:10:00+0000,16788.04
2016-06-17 07:15:00+0000,36042.14
2016-06-17 07:20:00+0000,18611.4
2016-06-17 07:25:00+0000,19271.31
2016-06-17 07:30:00+0000,20424.87
2016-06-17 07:35:00+0000,20941.56
2016-06-17 07:40:00+0000,19928.54
2016-06-17 07:45:00+0000,21470.52
2016-06-17 07:50:00+0000,21515.46
2016-06-17 07:55:00+0000,21804.35
2016-06-17 08:00:00+0000,21533.87
2016-06-17 08:05:00+0000,22309.29
2016-06-17 08:10:00+0000,20324.982
2016-06-17 08:15:00+0000,21194.9
2016-06-17 08:20:00+0000,19988.67
2016-06-17 08:25:00+0000,19552.115
2016-06-17 08:30:00+0000,21999.648
2016-06-17 08:35:00+0000,21921.25
2016-06-17 08:40:00+0000,22855.387
2016-06-17 08:45:00+0000,24078.688
2016-06-17 08:50:00+0000,24749.996
2016-06-17 08:55:00+0000,22515.289
2016-06-17 09:00:00+0000,24521.878
2016-06-17 09:05:00+0000,33056.67
2016-06-17 09:10:00+0000,29491.5
2016-06-17 09:15:00+0000,28251.709
2016-06-17 09:20:00+0000,29009.068
2016-06-17 09:25:00+0000,28258.78
2016-06-17 09:30:00+0000,27917.384
2016-06-17 09:35:00+0000,28206.19
2016-06-17 09:40:00+0000,28947.808
2016-06-17 09:45:00+0000,28825.89
2016-06-17 09:50:00+0000,27476.55
2016-06-17 09:55:00+0000,27502.1
2016-06-17 10:00:00+0000,28699.198
2016-06-17 10:05:00+0000,28625.02
2016-06-17 10:10:00+0000,28406.35
2016-06-17 10:15:00+0000,30393.061
2016-06-17 10:20:00+0000,26028.08
2016-06-17 10:25:00+0000,24515.893
2016-06-17 10:30:00+0000,25055.3
2016-06-17 10:35:00+0000,25245.51
2016-06-17 10:40:00+0000,23926.1
2016-06-17 10:45:00+0000,24018.247
2016-06-17 10:50:00+0000,23646.01
2016-06-17 10:55:00+0000,22697.81
2016-06-17 11:00:00+0000,23426.5
2016-06-17 11:05:00+0000,22212.27
2016-06-17 11:10:00+0000,20852.27
2016-06-17 11:15:00+0000,21102.964
2016-06-17 11:20:00+0000,21872.892
2016-06-17 11:25:00+0000,21136.84
2016-06-17 11:30:00+0000,23406.2
2016-06-17 11:35:00+0000,23988.34
2016-06-17 11:40:00+0000,23786.01
2016-06-17 11:45:00+0000,24393.31
2016-06-17 11:50:00+0000,24038.57
2016-06-17 11:55:00+0000,24536.34
2016-06-17 12:00:00+0000,24980.0
2016-06-17 12:05:00+0000,28883.9
2016-06-17 12:10:00+0000,26106.8
2016-06-17 12:15:00+0000,25073.56
2016-06-17 12:20:00+0000,23917.18
2016-06-17 12:25:00+0000,24547.06
2016-06-17 12:30:00+0000,26251.84
2016-06-17 12:35:00+0000,23871.29
2016-06-17 12:40:00+0000,27504.77
2016-06-17 12:45:00+0000,28300.269
2016-06-17 12:50:00+0000,25421.98
2016-06-17 12:55:00+0000,23035.4
2016-06-17 13:00:00+0000,23945.5
2016-06-17 13:05:00+0000,24439.12
2016-06-17 13:10:00+0000,28495.45
2016-06-17 13:15:00+0000,29617.7
2016-06-17 13:20:00+0000,27604.3
2016-06-17 13:25:00+0000,26611.581
2016-06-17 13:30:00+0000,27068.3
2016-06-17 13:35:00+0000,26806.55
2016-06-17 13:40:00+0000,26158.86
2016-06-17 13:45:00+0000,28208.28
2016-06-17 13:50:00+0000,27266.4
2016-06-17 13:55:00+0000,25562.17
2016-06-17 14:00:00+0000,26534.11
2016-06-17 14:05:00+0000,28603.094
2016-06-17 14:10:00+0000,25579.35
2016-06-17 14:15:00+0000,24751.776
2016-06-17 14:20:00+0000,25211.018
2016-06-17 14:25:00+0000,24619.7
2016-06-17 14:30:00+0000,22752.43
2016-06-17 14:35:00+0000,24330.42
2016-06-17 14:40:00+0000,25625.03
2016-06-17 14:45:00+0000,25563.0
2016-06-17 14:50:00+0000,25897.5
2016-06-17 14:55:00+0000,26171.5
2016-06-17 15:00:00+0000,23279.9
2016-06-17 15:05:00+0000,23065.2
2016-06-17 15:10:00+0000,22108.7
2016-06-17 15:15:00+0000,21358.4
2016-06-17 15:20:00+0000,20839.7
2016-06-17 15:25:00+0000,20756.7
2016-06-17 15:30:00+0000,20575.6
2016-06-17 15:35:00+0000,20615.8
2016-06-17 15:40:00+0000,20685.8
2016-06-17 15:45:00+0000,23370.84
2016-06-17 15:50:00+0000,24724.32
2016-06-17 15:55:00+0000,25787.768
2016-06-17 16:00:00+0000,25284.1
2016-06-17 16:05:00+0000,23350.2
2016-06-17 16:10:00+0000,22234.11
2016-06-17 16:15:00+0000,21804.4
2016-06-17 16:20:00+0000,20136.677
2016-06-17 16:25:00+0000,21837.2
2016-06-17 16:30:00+0000,22666.339
2016-06-17 16:35:00+0000,21254.09
2016-06-17 16:40:00+0000,22377.252
2016-06-17 16:45:00+0000,21947.9
2016-06-17 16:50:00+0000,22261.831
2016-06-17 16:55:00+0000,24489.285
2016-06-17 17:00:00+0000,21145.3
2016-06-17 17:05:00+0000,21846.43
2016-06-17 17:10:00+0000,24519.72
2016-06-17 17:15:00+0000,30684.924
2016-06-17 17:20:00+0000,29723.16
2016-06-17 17:25:00+0000,29333.636
2016-06-17 17:30:00+0000,29975.9
2016-06-17 17:35:00+0000,31601.86
2016-06-17 17:40:00+0000,30694.1
2016-06-17 17:45:00+0000,31447.84
2016-06-17 17:50:00+0000,28811.84
2016-06-17 17:55:00+0000,27760.85
2016-06-17 18:00:00+0000,24262.68
2016-06-17 18:05:00+0000,23645.93
2016-06-17 18:10:00+0000,23022.86
2016-06-17 18:15:00+0000,23211.74
2016-06-17 18:20:00+0000,24141.01
2016-06-17 18:25:00+0000,24934.22
2016-06-17 18:30:00+0000,25456.32
2016-06-17 18:35:00+0000,24763.29
2016-06-17 18:40:00+0000,24024.65
2016-06-17 18:45:00+0000,24038.95
2016-06-17 18:50:00+0000,24066.8
2016-06-17 18:55:00+0000,25639.95
2016-06-17 19:00:00+0000,23135.57
2016-06-17 19:05:00+0000,23517.672
2016-06-17 19:10:00+0000,24766.784
2016-06-17 19:15:00+0000,24708.629
2016-06-17 19:20:00+0000,22499.623
2016-06-17 19:25:00+0000,22880.1
2016-06-17 19:30:00+0000,23800.54
2016-06-17 19:35:00+0000,25996.01
2016-06-17 19:40:00+0000,28972.24
2016-06-17 19:45:00+0000,30853.02
2016-06-17 19:50:00+0000,29838.3
2016-06-17 19:55:00+0000,29674.79
2016-06-17 20:00:00+0000,28952.112
2016-06-17 20:05:00+0000,29215.97
2016-06-17 20:10:00+0000,28310.913
2016-06-17 20:15:00+0000,26640.368
2016-06-17 20:20:00+0000,24434.757
2016-06-17 20:25:00+0000,24556.267
2016-06-17 20:30:00+0000,26788.5
2016-06-17 20:35:00+0000,26956.485
2016-06-17 20:40:00+0000,27474.505
2016-06-17 20:45:00+0000,27952.673
2016-06-17 20:50:00+0000,29908.9
2016-06-17 20:55:00+0000,31693.0
2016-06-17 21:00:00+0000,33833.2
2016-06-17 21:05:00+0000,35347.9
2016-06-17 21:10:00+0000,36974.8
2016-06-17 21:15:00+0000,35629.0
2016-06-17 21:20:00+0000,35439.3
2016-06-17 21:25:00+0000,35172.0
2016-06-17 21:30:00+0000,33209.0
2016-06-17 21:35:00+0000,33540.7
2016-06-17 21:40:00+0000,31547.6
2016-06-17 21:45:00+0000,30038.1
2016-06-17 21:50:00+0000,31003.8
2016-06-17 21:55:00+0000,31365.4
2016-06-17 22:00:00+0000,31088.9
2016-06-17 22:05:00+0000,33084.8
2016-06-17 22:10:00+0000,31344.2
2016-06-17 22:15:00+0000,29617.5
2016-06-17 22:20:00+0000,29002.7
2016-06-17 22:25:00+0000,29589.7
2016-06-17 22:30:00+0000,30035.2
2016-06-17 22:35:00+0000,29313.3
2016-06-17 22:40:00+0000,27881.5
2016-06-17 22:45:00+0000,27277.4
2016-06-17 22:50:00+0000,28673.0
2016-06-17 22:55:00+0000,28080.6
2016-06-17 23:00:00+0000,28809.7
2016-06-17 23:05:00+0000,28587.0
2016-06-17 23:10:00+0000,28905.3
2016-06-17 23:15:00+0000,28072.9
2016-06-17 23:20:00+0000,28082.6
2016-06-17 23:25:00+0000,27047.9
2016-06-17 23:30:00+0000,29782.2
2016-06-17 23:35:00+0000,32557.8
2016-06-17 23:40:00+0000,31826.5
2016-06-17 23:45:00+0000,28553.8
2016-06-17 23:50:00+0000,27961.3
2016-06-17 23:55:00+0000,25056.1
2016-06-18 00:00:00+0000,22739.3
2016-06-18 00:05:00+0000,21728.9
2016-06-18 00:10:00+0000,22830.2
2016-06-18 00:15:00+0000,20420.2
2016-06-18 00:20:00+0000,21665.8
2016-06-18 00:25:00+0000,20242.7
2016-06-18 00:30:00+0000,20125.3
2016-06-18 00:35:00+0000,20438.8
2016-06-18 00:40:00+0000,20163.2
2016-06-18 00:45:00+0000,19566.8
2016-06-18 00:50:00+0000,18680.5
2016-06-18 00:55:00+0000,18518.1
2016-06-18 01:00:00+0000,18471.4
2016-06-18 01:05:00+0000,18678.7
2016-06-18 01:10:00+0000,18213.0
2016-06-18 01:15:00+0000,18912.3
2016-06-18 01:20:00+0000,19664.6
2016-06-18 01:25:00+0000,18620.5
2016-06-18 01:30:00+0000,18330.7
2016-06-18 01:35:00+0000,18284.4
2016-06-18 01:40:00+0000,18170.2
2016-06-18 01:45:00+0000,18458.7
2016-06-18 01:50:00+0000,19680.9
2016-06-18 01:55:00+0000,17872.6
2016-06-18 02:00:00+0000,18041.0
2016-06-18 02:05:00+0000,17572.7
2016-06-18 02:10:00+0000,18168.2
2016-06-18 02:15:00+0000,18474.0
2016-06-18 02:20:00+0000,19394.4
2016-06-18 02:25:00+0000,21338.3
2016-06-18 02:30:00+0000,19645.6
2016-06-18 02:35:00+0000,18866.5
2016-06-18 02:40:00+0000,18216.8
2016-06-18 02:45:00+0000,17906.8
2016-06-18 02:50:00+0000,18069.6
2016-06-18 02:55:00+0000,18186.1
2016-06-18 03:00:00+0000,16987.7
2016-06-18 03:05:00+0000,16700.5
2016-06-18 03:10:00+0000,16448.1
2016-06-18 03:15:00+0000,16166.5
2016-06-18 03:20:00+0000,16109.0
2016-06-18 03:25:00+0000,17395.7
2016-06-18 03:30:00+0000,16225.5
2016-06-18 03:35:00+0000,16583.5
2016-06-18 03:40:00+0000,17267.4
2016-06-18 03:45:00+0000,16516.2
2016-06-18 03:50:00+0000,16304.0
2016-06-18 03:55:00+0000,16728.4
2016-06-18 04:00:00+0000,16895.8
2016-06-18 04:05:00+0000,16326.9
2016-06-18 04:10:00+0000,15830.8
2016-06-18 04:15:00+0000,16445.4
2016-06-18 04:20:00+0000,16625.0
2016-06-18 04:25:00+0000,17125.2
2016-06-18 04:30:00+0000,15395.3
2016-06-18 04:35:00+0000,17130.1
2016-06-18 04:40:00+0000,16710.9
2016-06-18 04:45:00+0000,16163.1
2016-06-18 04:50:00+0000,15490.6
2016-06-18 04:55:00+0000,16120.2
2016-06-18 05:00:00+0000,15506.7
2016-06-18 05:05:00+0000,15430.2
2016-06-18 05:10:00+0000,15200.4
2016-06-18 05:15:00+0000,15485.8
2016-06-18 05:20:00+0000,15552.9
2016-06-18 05:25:00+0000,16284.8
2016-06-18 05:30:00+0000,15734.1
2016-06-18 05:35:00+0000,13067.829
2016-06-18 05:40:00+0000,13617.317
2016-06-18 05:45:00+0000,13074.406
2016-06-18 05:50:00+0000,13376.594
2016-06-18 05:55:00+0000,13960.017
2016-06-18 06:00:00+0000,12780.094
2016-06-18 06:05:00+0000,13579.891
2016-06-18 06:10:00+0000,14459.799
2016-06-18 06:15:00+0000,14488.36
2016-06-18 06:20:00+0000,14288.28
2016-06-18 06:25:00+0000,13777.35
2016-06-18 06:30:00+0000,12761.88
2016-06-18 06:35:00+0000,13005.36
2016-06-18 06:40:00+0000,13505.17
2016-06-18 06:45:00+0000,13539.2
2016-06-18 06:50:00+0000,15010.99
2016-06-18 06:55:00+0000,15454.48
2016-06-18 07:00:00+0000,14634.85
2016-06-18 07:05:00+0000,14016.31
2016-06-18 07:10:00+0000,15806.94
2016-06-18 07:15:00+0000,16219.27
2016-06-18 07:20:00+0000,18146.39
2016-06-18 07:25:00+0000,16381.33
2016-06-18 07:30:00+0000,16726.42
2016-06-18 07:35:00+0000,15878.93
2016-06-18 07:40:00+0000,15671.65
2016-06-18 07:45:00+0000,15588.98
2016-06-18 07:50:00+0000,16558.99
2016-06-18 07:55:00+0000,16342.19
2016-06-18 08:00:00+0000,16269.94
2016-06-18 08:05:00+0000,16025.47
2016-06-18 08:10:00+0000,15831.701
2016-06-18 08:15:00+0000,15522.345
2016-06-18 08:20:00+0000,16504.601
2016-06-18 08:25:00+0000,16552.523
2016-06-18 08:30:00+0000,16731.014
2016-06-18 08:35:00+0000,16599.14
2016-06-18 08:40:00+0000,14798.37
2016-06-18 08:45:00+0000,18106.251
2016-06-18 08:50:00+0000,18242.49
2016-06-18 08:55:00+0000,17574.32
2016-06-18 09:00:00+0000,17841.398
2016-06-18 09:05:00+0000,21322.767
2016-06-18 09:10:00+0000,21286.077
2016-06-18 09:15:00+0000,20903.839
2016-06-18 09:20:00+0000,23358.61
2016-06-18 09:25:00+0000,21913.779
2016-06-18 09:30:00+0000,22311.726
2016-06-18 09:35:00+0000,23232.867
2016-06-18 09:40:00+0000,23121.205
2016-06-18 09:45:00+0000,22870.719
2016-06-18 09:50:00+0000,23199.7
2016-06-18 09:55:00+0000,20932.33
2016-06-18 10:00:00+0000,21416.855
2016-06-18 10:05:00+0000,22002.2
2016-06-18 10:10:00+0000,21663.3
2016-06-18 10:15:00+0000,22947.2
2016-06-18 10:20:00+0000,25212.301
2016-06-18 10:25:00+0000,22189.1
2016-06-18 10:30:00+0000,22384.3
2016-06-18 10:35:00+0000,22474.7
2016-06-18 10:40:00+0000,22122.7
2016-06-18 10:45:00+0000,22768.9
2016-06-18 10:50:00+0000,27627.8
2016-06-18 10:55:00+0000,26994.9
2016-06-18 11:00:00+0000,22633.4
2016-06-18 11:05:00+0000,22938.4
2016-06-18 11:10:00+0000,23475.0
2016-06-18 11:15:00+0000,22827.0
2016-06-18 11:20:00+0000,21891.2
2016-06-18 11:25:00+0000,22894.9
2016-06-18 11:30:00+0000,22434.0
2016-06-18 11:35:00+0000,21947.6
2016-06-18 11:40:00+0000,20478.4
2016-06-18 11:45:00+0000,20975.7
2016-06-18 11:50:00+0000,23948.9
2016-06-18 11:55:00+0000,25372.5
2016-06-18 12:00:00+0000,25434.7
2016-06-18 12:05:00+0000,27069.1
2016-06-18 12:10:00+0000,24964.9
2016-06-18 12:15:00+0000,25000.1
2016-06-18 12:20:00+0000,24200.3
2016-06-18 12:25:00+0000,22799.94
2016-06-18 12:30:00+0000,22950.29
2016-06-18 12:35:00+0000,21134.8
2016-06-18 12:40:00+0000,22483.27
2016-06-18 12:45:00+0000,24468.9
2016-06-18 12:50:00+0000,24669.912
2016-06-18 12:55:00+0000,24766.27
2016-06-18 13:00:00+0000,26423.99
2016-06-18 13:05:00+0000,25748.93
2016-06-18 13:10:00+0000,28808.99
2016-06-18 13:15:00+0000,30395.4
2016-06-18 13:20:00+0000,26334.37
2016-06-18 13:25:00+0000,27211.4
2016-06-18 13:30:00+0000,29383.45
2016-06-18 13:35:00+0000,28481.7
2016-06-18 13:40:00+0000,27429.6
2016-06-18 13:45:00+0000,27308.5
2016-06-18 13:50:00+0000,24467.8
2016-06-18 13:55:00+0000,25351.3
2016-06-18 14:00:00+0000,24961.7
2016-06-18 14:05:00+0000,26691.1
2016-06-18 14:10:00+0000,28619.0
2016-06-18 14:15:00+0000,27191.2
2016-06-18 14:20:00+0000,25682.1
2016-06-18 14:25:00+0000,24074.1
2016-06-18 14:30:00+0000,23919.6
2016-06-18 14:35:00+0000,22577.0
2016-06-18 14:40:00+0000,22588.7
2016-06-18 14:45:00+0000,22958.0
2016-06-18 14:50:00+0000,22532.0
2016-06-18 14:55:00+0000,23291.18
2016-06-18 15:00:00+0000,24677.5
2016-06-18 15:05:00+0000,25824.9
2016-06-18 15:10:00+0000,24950.4
2016-06-18 15:15:00+0000,25271.94
2016-06-18 15:20:00+0000,26972.896
2016-06-18 15:25:00+0000,27891.044
2016-06-18 15:30:00+0000,26963.864
2016-06-18 15:35:00+0000,25239.994
2016-06-18 15:40:00+0000,25503.093
2016-06-18 15:45:00+0000,22199.99
2016-06-18 15:50:00+0000,24004.0
2016-06-18 15:55:00+0000,22561.4
2016-06-18 16:00:00+0000,21571.93
2016-06-18 16:05:00+0000,21665.4
2016-06-18 16:10:00+0000,18874.46
2016-06-18 16:15:00+0000,18659.4
2016-06-18 16:20:00+0000,19998.1
2016-06-18 16:25:00+0000,19333.1
2016-06-18 16:30:00+0000,20673.7
2016-06-18 16:35:00+0000,19954.9
2016-06-18 16:40:00+0000,19417.685
2016-06-18 16:45:00+0000,20104.4
2016-06-18 16:50:00+0000,20816.0
2016-06-18 16:55:00+0000,19508.7
2016-06-18 17:00:00+0000,20685.709
2016-06-18 17:05:00+0000,20500.52
2016-06-18 17:10:00+0000,21279.371
2016-06-18 17:15:00+0000,21006.277
2016-06-18 17:20:00+0000,22297.279
2016-06-18 17:25:00+0000,23533.1
2016-06-18 17:30:00+0000,22615.87
2016-06-18 17:35:00+0000,22852.312
2016-06-18 17:40:00+0000,22798.694
2016-06-18 17:45:00+0000,23490.958
2016-06-18 17:50:00+0000,23410.477
2016-06-18 17:55:00+0000,21807.341
2016-06-18 18:00:00+0000,22767.07
2016-06-18 18:05:00+0000,24103.48
2016-06-18 18:10:00+0000,22983.09
2016-06-18 18:15:00+0000,24378.38
2016-06-18 18:20:00+0000,24484.9
2016-06-18 18:25:00+0000,25692.16
2016-06-18 18:30:00+0000,26524.9
2016-06-18 18:35:00+0000,24433.6
2016-06-18 18:40:00+0000,23579.4
2016-06-18 18:45:00+0000,22645.0
2016-06-18 18:50:00+0000,24519.6
2016-06-18 18:55:00+0000,25373.9
2016-06-18 19:00:00+0000,24078.9
2016-06-18 19:05:00+0000,26837.4
2016-06-18 19:10:00+0000,27438.7
2016-06-18 19:15:00+0000,29088.2
2016-06-18 19:20:00+0000,28741.3
2016-06-18 19:25:00+0000,24348.7
2016-06-18 19:30:00+0000,26071.3
2016-06-18 19:35:00+0000,24864.09
2016-06-18 19:40:00+0000,25291.24
2016-06-18 19:45:00+0000,23716.03
2016-06-18 19:50:00+0000,23081.9
2016-06-18 19:55:00+0000,25527.05
2016-06-18 20:00:00+0000,27578.421
2016-06-18 20:05:00+0000,26467.258
2016-06-18 20:10:00+0000,26167.627
2016-06-18 20:15:00+0000,28361.618
2016-06-18 20:20:00+0000,35782.9
2016-06-18 20:25:00+0000,37292.0
2016-06-18 20:30:00+0000,32583.7
2016-06-18 20:35:00+0000,31002.7
2016-06-18 20:40:00+0000,27514.9
2016-06-18 20:45:00+0000,28243.9
2016-06-18 20:50:00+0000,29085.2
2016-06-18 20:55:00+0000,28972.8
2016-06-18 21:00:00+0000,27828.4
2016-06-18 21:05:00+0000,29455.4
2016-06-18 21:10:00+0000,31884.5
2016-06-18 21:15:00+0000,30875.1
2016-06-18 21:20:00+0000,30301.3
2016-06-18 21:25:00+0000,33781.3
2016-06-18 21:30:00+0000,34358.6
2016-06-18 21:35:00+0000,32411.6
2016-06-18 21:40:00+0000,29985.9
2016-06-18 21:45:00+0000,30073.9
2016-06-18 21:50:00+0000,29332.9
2016-06-18 21:55:00+0000,27746.1
2016-06-18 22:00:00+0000,24786.6
2016-06-18 22:05:00+0000,23737.5
2016-06-18 22:10:00+0000,21931.1
2016-06-18 22:15:00+0000,22895.3
2016-06-18 22:20:00+0000,21653.7
2016-06-18 22:25:00+0000,22542.1
2016-06-18 22:30:00+0000,23814.8
2016-06-18 22:35:00+0000,22630.8
2016-06-18 22:40:00+0000,22394.0
2016-06-18 22:45:00+0000,20513.0
2016-06-18 22:50:00+0000,20797.7
2016-06-18 22:55:00+0000,21222.0
2016-06-18 23:00:00+0000,21245.1
2016-06-18 23:05:00+0000,20453.8
2016-06-18 23:10:00+0000,21562.1
2016-06-18 23:15:00+0000,21851.8
2016-06-18 23:20:00+0000,21115.3
2016-06-18 23:25:00+0000,20186.2
2016-06-18 23:30:00+0000,19850.6
2016-06-18 23:35:00+0000,19994.3
2016-06-18 23:40:00+0000,20206.2
2016-06-18 23:45:00+0000,21235.9
2016-06-18 23:50:00+0000,21171.2
2016-06-18 23:55:00+0000,20367.9
2016-06-19 00:00:00+0000,20275.5
2016-06-19 00:05:00+0000,19456.3
2016-06-19 00:10:00+0000,19642.4
2016-06-19 00:15:00+0000,20813.3
2016-06-19 00:20:00+0000,20534.5
2016-06-19 00:25:00+0000,21412.6
2016-06-19 00:30:00+0000,20495.4
2016-06-19 00:35:00+0000,19700.7
2016-06-19 00:40:00+0000,20967.5
2016-06-19 00:45:00+0000,21119.9
2016-06-19 00:50:00+0000,19346.1
2016-06-19 00:55:00+0000,20706.6
2016-06-19 01:00:00+0000,20340.5
2016-06-19 01:05:00+0000,20341.6
2016-06-19 01:10:00+0000,19075.3
2016-06-19 01:15:00+0000,18738.6
2016-06-19 01:20:00+0000,18315.2
2016-06-19 01:25:00+0000,22294.1
2016-06-19 01:30:00+0000,19576.9
2016-06-19 01:35:00+0000,19314.6
2016-06-19 01:40:00+0000,18808.3
2016-06-19 01:45:00+0000,18794.4
2016-06-19 01:50:00+0000,18201.6
2016-06-19 01:55:00+0000,18957.9
2016-06-19 02:00:00+0000,18273.2
2016-06-19 02:05:00+0000,18864.3
2016-06-19 02:10:00+0000,19163.8
2016-06-19 02:15:00+0000,19251.0
2016-06-19 02:20:00+0000,19328.9
2016-06-19 02:25:00+0000,21504.2
2016-06-19 02:30:00+0000,18682.2
2016-06-19 02:35:00+0000,17973.1
2016-06-19 02:40:00+0000,18406.3
2016-06-19 02:45:00+0000,19423.4
2016-06-19 02:50:00+0000,19780.7
2016-06-19 02:55:00+0000,19994.8
2016-06-19 03:00:00+0000,18933.6
2016-06-19 03:05:00+0000,16763.4
2016-06-19 03:10:00+0000,16677.4
2016-06-19 03:15:00+0000,16190.2
2016-06-19 03:20:00+0000,16613.6
2016-06-19 03:25:00+0000,16863.1
2016-06-19 03:30:00+0000,16906.3
2016-06-19 03:35:00+0000,17617.8
2016-06-19 03:40:00+0000,16745.6
2016-06-19 03:45:00+0000,17007.8
2016-06-19 03:50:00+0000,17751.3
2016-06-19 03:55:00+0000,16661.2
2016-06-19 04:00:00+0000,15673.2
2016-06-19 04:05:00+0000,15663.6
2016-06-19 04:10:00+0000,16433.6
2016-06-19 04:15:00+0000,16762.5
2016-06-19 04:20:00+0000,16783.9
2016-06-19 04:25:00+0000,17151.6
2016-06-19 04:30:00+0000,18410.9
2016-06-19 04:35:00+0000,19507.2
2016-06-19 04:40:00+0000,19169.2
2016-06-19 04:45:00+0000,19727.5
2016-06-19 04:50:00+0000,18620.7
2016-06-19 04:55:00+0000,18853.8
2016-06-19 05:00:00+0000,18347.8
2016-06-19 05:05:00+0000,15759.3
2016-06-19 05:10:00+0000,15971.3
2016-06-19 05:15:00+0000,15523.5
2016-06-19 05:20:00+0000,15206.3
2016-06-19 05:25:00+0000,14673.8
2016-06-19 05:30:00+0000,14110.6
2016-06-19 05:35:00+0000,13231.6
2016-06-19 05:40:00+0000,14023.6
2016-06-19 05:45:00+0000,14518.2
2016-06-19 05:50:00+0000,14068.8
2016-06-19 05:55:00+0000,14394.757
2016-06-19 06:00:00+0000,14476.134
2016-06-19 06:05:00+0000,13028.632
2016-06-19 06:10:00+0000,13691.406
2016-06-19 06:15:00+0000,13816.643
2016-06-19 06:20:00+0000,13477.704
2016-06-19 06:25:00+0000,13652.411
2016-06-19 06:30:00+0000,13459.139
2016-06-19 06:35:00+0000,13895.15
2016-06-19 06:40:00+0000,13750.61
2016-06-19 06:45:00+0000,13531.923
2016-06-19 06:50:00+0000,12631.748
2016-06-19 06:55:00+0000,13093.03
2016-06-19 07:00:00+0000,13428.48
2016-06-19 07:05:00+0000,13006.47
2016-06-19 07:10:00+0000,13215.4
2016-06-19 07:15:00+0000,13650.12
2016-06-19 07:20:00+0000,13746.95
2016-06-19 07:25:00+0000,13027.16
2016-06-19 07:30:00+0000,12880.33
2016-06-19 07:35:00+0000,13173.58
2016-06-19 07:40:00+0000,13106.99
2016-06-19 07:45:00+0000,13265.65
2016-06-19 07:50:00+0000,14323.47
2016-06-19 07:55:00+0000,13859.35
2016-06-19 08:00:00+0000,14069.43
2016-06-19 08:05:00+0000,13778.57
2016-06-19 08:10:00+0000,13066.45
2016-06-19 08:15:00+0000,12848.26
2016-06-19 08:20:00+0000,13365.88
2016-06-19 08:25:00+0000,14273.26
2016-06-19 08:30:00+0000,13607.38
2016-06-19 08:35:00+0000,13829.27
2016-06-19 08:40:00+0000,13849.11
2016-06-19 08:45:00+0000,14034.64
2016-06-19 08:50:00+0000,14837.02
2016-06-19 08:55:00+0000,17845.88
2016-06-19 09:00:00+0000,20934.12
2016-06-19 09:05:00+0000,18899.95
2016-06-19 09:10:00+0000,19527.95
2016-06-19 09:15:00+0000,19135.4
2016-06-19 09:20:00+0000,18996.49
2016-06-19 09:25:00+0000,19508.89
2016-06-19 09:30:00+0000,19142.383
2016-06-19 09:35:00+0000,19052.01
2016-06-19 09:40:00+0000,19934.7
2016-06-19 09:45:00+0000,19223.1
2016-06-19 09:50:00+0000,20307.8
2016-06-19 09:55:00+0000,21320.801
2016-06-19 10:00:00+0000,21644.995
2016-06-19 10:05:00+0000,21240.5
