time,P_pv,P_fu,P_fs,P_tu,P_ts,P_l
2016-06-21 17:20:00+0000,17040.8,5307.73,0.0,0.0,0.0,22348.53
2016-06-21 17:25:00+0000,21004.2,2489.85,0.0,686.361,0.0,22807.689
2016-06-21 17:30:00+0000,28503.9,837.519,0.0,5822.89,0.0,23518.529
2016-06-21 17:35:00+0000,22257.6,5265.34,0.0,1599.95,0.0,25922.99
2016-06-21 17:40:00+0000,24656.4,8333.8,0.0,0.0,0.0,32990.2
2016-06-21 17:45:00+0000,12803.8,19549.0,0.0,0.0,0.0,32352.8
2016-06-21 17:50:00+0000,11460.9,21370.7,0.0,0.0,0.0,32831.6
2016-06-21 17:55:00+0000,11948.5,20016.7,0.0,0.0,0.0,31965.2
2016-06-21 18:00:00+0000,11386.0,13763.5,0.0,0.0,0.0,25149.5
2016-06-21 18:05:00+0000,24575.3,2686.97,0.0,36.2647,0.0,27226.005
2016-06-21 18:10:00+0000,22777.2,4969.0,0.0,8.35693,0.0,27737.843
2016-06-21 18:15:00+0000,22453.4,5576.07,0.0,0.0,0.0,28029.47
2016-06-21 18:20:00+0000,21563.8,6037.99,0.0,0.0,0.0,27601.79
2016-06-21 18:25:00+0000,13967.7,11820.9,0.0,0.0,0.0,25788.6
2016-06-21 18:30:00+0000,11506.0,13352.0,0.0,0.0,0.0,24858.0
2016-06-21 18:35:00+0000,11794.2,12912.8,0.0,0.0,0.0,24707.0
2016-06-21 18:40:00+0000,10756.8,13641.2,0.0,0.0,0.0,24398.0
2016-06-21 18:45:00+0000,8930.56,15917.3,0.0,0.0,0.0,24847.86
2016-06-21 18:50:00+0000,9642.09,16987.9,0.0,0.0,0.0,26629.99
2016-06-21 18:55:00+0000,10643.3,14885.7,0.0,0.0,0.0,25529.0
2016-06-21 19:00:00+0000,8161.71,18234.9,0.0,0.0,0.0,26396.61
2016-06-21 19:05:00+0000,6726.04,21865.1,0.0,0.0,0.0,28591.14
2016-06-21 19:10:00+0000,6207.26,19978.1,0.0,0.0,0.0,26185.36
2016-06-21 19:15:00+0000,6465.71,18532.8,0.0,0.0,0.0,24998.51
2016-06-21 19:20:00+0000,5674.55,19875.8,0.0,0.0,0.0,25550.35
2016-06-21 19:25:00+0000,3685.84,20105.7,0.0,0.0,0.0,23791.54
2016-06-21 19:30:00+0000,2841.36,21464.2,0.0,0.0,0.0,24305.56
2016-06-21 19:35:00+0000,2334.06,24458.0,0.0,0.0,0.0,26792.06
2016-06-21 19:40:00+0000,2412.02,25059.8,0.0,0.0,0.0,27471.82
2016-06-21 19:45:00+0000,2158.23,26522.9,0.0,0.0,0.0,28681.13
2016-06-21 19:50:00+0000,2119.48,28356.3,0.0,0.0,0.0,30475.78
2016-06-21 19:55:00+0000,2673.52,24765.6,0.0,0.0,0.0,27439.12
2016-06-21 20:00:00+0000,3040.32,26913.6,0.0,0.0,0.0,29953.92
2016-06-21 20:05:00+0000,2740.72,30299.5,0.0,0.0,0.0,33040.22
2016-06-21 20:10:00+0000,1995.23,28585.1,0.0,0.0,0.0,30580.33
2016-06-21 20:15:00+0000,1770.49,29111.5,0.0,0.0,0.0,30881.99
2016-06-21 20:20:00+0000,1394.8,33507.0,0.0,0.0,0.0,34901.8
2016-06-21 20:25:00+0000,1332.77,30297.5,0.0,0.0,0.0,31630.27
2016-06-21 20:30:00+0000,1092.51,29982.8,0.0,0.0,0.0,31075.31
2016-06-21 20:35:00+0000,925.787,29525.3,0.0,0.0,0.0,30451.087
2016-06-21 20:40:00+0000,701.934,35038.2,0.0,0.0,0.0,35740.134
2016-06-21 20:45:00+0000,521.885,33492.5,0.0,0.0,0.0,34014.385
2016-06-21 20:50:00+0000,315.279,33648.0,0.0,0.0,0.0,33963.279
2016-06-21 20:55:00+0000,86.5883,32368.2,0.0,0.0,0.0,32454.788
2016-06-21 21:00:00+0000,0.0269608,33360.1,0.0,0.0,0.0,33360.127
2016-06-21 21:05:00+0000,0.0,39471.0,0.0,0.0,0.0,39471.0
2016-06-21 21:10:00+0000,0.0,37746.6,0.0,0.0,0.0,37746.6
2016-06-21 21:15:00+0000,0.0,37402.8,0.0,0.0,0.0,37402.8
2016-06-21 21:20:00+0000,0.0,36614.0,0.0,0.0,0.0,36614.0
2016-06-21 21:25:00+0000,0.0,36299.9,0.0,0.0,0.0,36299.9
2016-06-21 21:30:00+0000,0.0,36785.3,0.0,0.0,0.0,36785.3
2016-06-21 21:35:00+0000,0.0,39850.5,0.0,0.0,0.0,39850.5
2016-06-21 21:40:00+0000,0.0,38896.3,0.0,0.0,0.0,38896.3
2016-06-21 21:45:00+0000,0.0,38084.3,0.0,0.0,0.0,38084.3
2016-06-21 21:50:00+0000,0.0,39528.6,0.0,0.0,0.0,39528.6
2016-06-21 21:55:00+0000,0.0,41392.1,0.0,0.0,0.0,41392.1
2016-06-21 22:00:00+0000,0.0,39677.8,0.0,0.0,0.0,39677.8
2016-06-21 22:05:00+0000,0.0,38921.1,0.0,0.0,0.0,38921.1
2016-06-21 22:10:00+0000,0.0,39745.5,0.0,0.0,0.0,39745.5
2016-06-21 22:15:00+0000,0.0,39607.7,0.0,0.0,0.0,39607.7
2016-06-21 22:20:00+0000,0.0,36098.3,0.0,0.0,0.0,36098.3
2016-06-21 22:25:00+0000,0.0,35562.2,0.0,0.0,0.0,35562.2
2016-06-21 22:30:00+0000,0.0,34782.0,0.0,0.0,0.0,34782.0
2016-06-21 22:35:00+0000,0.0,35371.5,0.0,0.0,0.0,35371.5
2016-06-21 22:40:00+0000,0.0,37131.9,0.0,0.0,0.0,37131.9
2016-06-21 22:45:00+0000,0.0,36228.4,0.0,0.0,0.0,36228.4
2016-06-21 22:50:00+0000,0.0,36966.4,0.0,0.0,0.0,36966.4
2016-06-21 22:55:00+0000,0.0,30666.5,0.0,0.0,0.0,30666.5
2016-06-21 23:00:00+0000,0.0,30130.0,0.0,0.0,0.0,30130.0
2016-06-21 23:05:00+0000,0.0,31259.2,0.0,0.0,0.0,31259.2
2016-06-21 23:10:00+0000,0.0,33239.4,0.0,0.0,0.0,33239.4
2016-06-21 23:15:00+0000,0.0,31978.2,0.0,0.0,0.0,31978.2
2016-06-21 23:20:00+0000,0.0,30592.5,0.0,0.0,0.0,30592.5
2016-06-21 23:25:00+0000,0.0,29581.3,0.0,0.0,0.0,29581.3
2016-06-21 23:30:00+0000,0.0,32220.2,0.0,0.0,0.0,32220.2
2016-06-21 23:35:00+0000,0.0,30567.3,0.0,0.0,0.0,30567.3
2016-06-21 23:40:00+0000,0.0,29552.6,0.0,0.0,0.0,29552.6
2016-06-21 23:45:00+0000,0.0,29358.4,0.0,0.0,0.0,29358.4
2016-06-21 23:50:00+0000,0.0,28499.5,0.0,0.0,0.0,28499.5
2016-06-21 23:55:00+0000,0.0,28476.5,0.0,0.0,0.0,28476.5
2016-06-22 00:00:00+0000,0.0,28301.9,0.0,0.0,0.0,28301.9
2016-06-22 00:05:00+0000,0.0,25566.4,0.0,0.0,0.0,25566.4
2016-06-22 00:10:00+0000,0.0,22975.4,0.0,0.0,0.0,22975.4
2016-06-22 00:15:00+0000,0.0,22591.7,0.0,0.0,0.0,22591.7
2016-06-22 00:20:00+0000,0.0,23216.9,0.0,0.0,0.0,23216.9
2016-06-22 00:25:00+0000,0.0,23578.0,0.0,0.0,0.0,23578.0
2016-06-22 00:30:00+0000,0.0,21448.2,0.0,0.0,0.0,21448.2
2016-06-22 00:35:00+0000,0.0,21578.0,0.0,0.0,0.0,21578.0
2016-06-22 00:40:00+0000,0.0,21912.0,0.0,0.0,0.0,21912.0
2016-06-22 00:45:00+0000,0.0,20786.7,0.0,0.0,0.0,20786.7
2016-06-22 00:50:00+0000,0.0,21326.7,0.0,0.0,0.0,21326.7
2016-06-22 00:55:00+0000,0.0,21503.8,0.0,0.0,0.0,21503.8
2016-06-22 01:00:00+0000,0.0,21626.9,0.0,0.0,0.0,21626.9
2016-06-22 01:05:00+0000,0.0,20777.8,0.0,0.0,0.0,20777.8
2016-06-22 01:10:00+0000,0.0,21801.9,0.0,0.0,0.0,21801.9
2016-06-22 01:15:00+0000,0.0,20099.2,0.0,0.0,0.0,20099.2
2016-06-22 01:20:00+0000,0.0,21474.9,0.0,0.0,0.0,21474.9
2016-06-22 01:25:00+0000,0.0,20641.3,0.0,0.0,0.0,20641.3
2016-06-22 01:30:00+0000,0.0,19823.4,0.0,0.0,0.0,19823.4
2016-06-22 01:35:00+0000,0.0,19214.6,0.0,0.0,0.0,19214.6
2016-06-22 01:40:00+0000,0.0,20722.5,0.0,0.0,0.0,20722.5
2016-06-22 01:45:00+0000,0.0,20844.3,0.0,0.0,0.0,20844.3
2016-06-22 01:50:00+0000,0.0,19318.4,0.0,0.0,0.0,19318.4
2016-06-22 01:55:00+0000,0.0,19265.4,0.0,0.0,0.0,19265.4
2016-06-22 02:00:00+0000,0.0,19810.5,0.0,0.0,0.0,19810.5
2016-06-22 02:05:00+0000,0.0,20875.7,0.0,0.0,0.0,20875.7
2016-06-22 02:10:00+0000,0.0,20496.4,0.0,0.0,0.0,20496.4
2016-06-22 02:15:00+0000,0.0,20297.7,0.0,0.0,0.0,20297.7
2016-06-22 02:20:00+0000,0.0,20238.9,0.0,0.0,0.0,20238.9
2016-06-22 02:25:00+0000,0.0,20658.1,0.0,0.0,0.0,20658.1
2016-06-22 02:30:00+0000,0.0,20007.0,0.0,0.0,0.0,20007.0
2016-06-22 02:35:00+0000,0.0,19416.1,0.0,0.0,0.0,19416.1
2016-06-22 02:40:00+0000,0.0,18493.3,0.0,0.0,0.0,18493.3
2016-06-22 02:45:00+0000,0.0,18508.6,0.0,0.0,0.0,18508.6
2016-06-22 02:50:00+0000,0.0,18148.4,0.0,0.0,0.0,18148.4
2016-06-22 02:55:00+0000,0.0,18367.1,0.0,0.0,0.0,18367.1
2016-06-22 03:00:00+0000,0.0,18439.4,0.0,0.0,0.0,18439.4
2016-06-22 03:05:00+0000,0.0,19403.4,0.0,0.0,0.0,19403.4
2016-06-22 03:10:00+0000,0.0,18223.0,0.0,0.0,0.0,18223.0
2016-06-22 03:15:00+0000,0.0,17835.1,0.0,0.0,0.0,17835.1
2016-06-22 03:20:00+0000,0.0,17451.1,0.0,0.0,0.0,17451.1
2016-06-22 03:25:00+0000,0.0,17849.7,0.0,0.0,0.0,17849.7
2016-06-22 03:30:00+0000,0.0,17910.8,0.0,0.0,0.0,17910.8
2016-06-22 03:35:00+0000,0.0,18368.2,0.0,0.0,0.0,18368.2
2016-06-22 03:40:00+0000,0.0,17704.3,0.0,0.0,0.0,17704.3
2016-06-22 03:45:00+0000,0.0,18646.2,0.0,0.0,0.0,18646.2
2016-06-22 03:50:00+0000,0.0,17929.7,0.0,0.0,0.0,17929.7
2016-06-22 03:55:00+0000,0.0,17358.0,0.0,0.0,0.0,17358.0
2016-06-22 04:00:00+0000,0.0,16987.9,0.0,0.0,0.0,16987.9
2016-06-22 04:05:00+0000,0.0,16165.3,0.0,0.0,0.0,16165.3
2016-06-22 04:10:00+0000,0.0,16601.9,0.0,0.0,0.0,16601.9
2016-06-22 04:15:00+0000,0.0,16820.7,0.0,0.0,0.0,16820.7
2016-06-22 04:20:00+0000,0.0,18005.7,0.0,0.0,0.0,18005.7
2016-06-22 04:25:00+0000,0.0,17324.5,0.0,0.0,0.0,17324.5
2016-06-22 04:30:00+0000,0.0,17004.2,0.0,0.0,0.0,17004.2
2016-06-22 04:35:00+0000,0.0,17283.7,0.0,0.0,0.0,17283.7
2016-06-22 04:40:00+0000,0.0,17681.9,0.0,0.0,0.0,17681.9
2016-06-22 04:45:00+0000,0.0,17834.0,0.0,0.0,0.0,17834.0
2016-06-22 04:50:00+0000,0.0,16806.3,0.0,0.0,0.0,16806.3
2016-06-22 04:55:00+0000,0.0,16556.2,0.0,0.0,0.0,16556.2
2016-06-22 05:00:00+0000,0.0,17682.2,0.0,0.0,0.0,17682.2
2016-06-22 05:05:00+0000,0.0,17880.1,0.0,0.0,0.0,17880.1
2016-06-22 05:10:00+0000,0.0,16948.5,0.0,0.0,0.0,16948.5
2016-06-22 05:15:00+0000,0.0,16938.3,0.0,0.0,0.0,16938.3
2016-06-22 05:20:00+0000,0.0,17328.6,0.0,0.0,0.0,17328.6
2016-06-22 05:25:00+0000,0.0,17057.1,0.0,0.0,0.0,17057.1
2016-06-22 05:30:00+0000,0.0,16491.9,0.0,0.0,0.0,16491.9
2016-06-22 05:35:00+0000,0.0,15925.8,0.0,0.0,0.0,15925.8
2016-06-22 05:40:00+0000,0.0,15575.9,0.0,0.0,0.0,15575.9
2016-06-22 05:45:00+0000,0.0,16213.7,0.0,0.0,0.0,16213.7
2016-06-22 05:50:00+0000,13.1434,16528.7,0.0,0.0,0.0,16541.843
2016-06-22 05:55:00+0000,118.463,18885.4,0.0,0.0,0.0,19003.863
2016-06-22 06:00:00+0000,287.272,17679.4,0.0,0.0,0.0,17966.672
2016-06-22 06:05:00+0000,530.844,17351.5,0.0,0.0,0.0,17882.344
2016-06-22 06:10:00+0000,821.415,16997.3,0.0,0.0,0.0,17818.715
2016-06-22 06:15:00+0000,1079.67,16342.9,0.0,0.0,0.0,17422.57
2016-06-22 06:20:00+0000,1625.02,17005.2,0.0,0.0,0.0,18630.22
2016-06-22 06:25:00+0000,1693.53,17381.2,0.0,0.0,0.0,19074.73
2016-06-22 06:30:00+0000,1534.76,16958.3,0.0,0.0,0.0,18493.06
2016-06-22 06:35:00+0000,1576.25,16733.9,0.0,0.0,0.0,18310.15
2016-06-22 06:40:00+0000,1792.63,15744.5,0.0,0.0,0.0,17537.13
2016-06-22 06:45:00+0000,1867.53,16802.6,0.0,0.0,0.0,18670.13
2016-06-22 06:50:00+0000,2044.57,16766.6,0.0,0.0,0.0,18811.17
2016-06-22 06:55:00+0000,2265.43,17285.2,0.0,0.0,0.0,19550.63
2016-06-22 07:00:00+0000,2422.37,16503.0,0.0,0.0,0.0,18925.37
2016-06-22 07:05:00+0000,2768.09,16343.7,0.0,0.0,0.0,19111.79
2016-06-22 07:10:00+0000,6981.14,11892.7,0.0,0.0,0.0,18873.84
2016-06-22 07:15:00+0000,6937.99,12178.4,0.0,0.0,0.0,19116.39
2016-06-22 07:20:00+0000,8495.65,11368.4,0.0,0.0,0.0,19864.05
2016-06-22 07:25:00+0000,9969.79,10467.4,0.0,0.0,0.0,20437.19
2016-06-22 07:30:00+0000,10445.5,8360.78,0.0,0.0,0.0,18806.28
2016-06-22 07:35:00+0000,11008.7,7216.5,0.0,0.0,0.0,18225.2
2016-06-22 07:40:00+0000,11623.3,9757.36,0.0,0.0,0.0,21380.66
2016-06-22 07:45:00+0000,12216.2,11168.4,0.0,0.0,0.0,23384.6
2016-06-22 07:50:00+0000,12871.2,16752.1,0.0,0.0,0.0,29623.3
2016-06-22 07:55:00+0000,13605.4,14713.8,0.0,0.0,0.0,28319.2
2016-06-22 08:00:00+0000,14480.9,14808.4,0.0,0.0,0.0,29289.3
2016-06-22 08:05:00+0000,15295.2,13902.3,0.0,0.0,0.0,29197.5
2016-06-22 08:10:00+0000,16164.3,11372.6,0.0,0.0,0.0,27536.9
2016-06-22 08:15:00+0000,17052.6,9967.89,0.0,0.0,0.0,27020.49
2016-06-22 08:20:00+0000,17769.8,9030.67,0.0,0.0,0.0,26800.47
2016-06-22 08:25:00+0000,18539.0,7288.6,0.0,0.0,0.0,25827.6
2016-06-22 08:30:00+0000,19302.8,7276.62,0.0,0.0,0.0,26579.42
2016-06-22 08:35:00+0000,20179.7,6704.95,0.0,0.0,0.0,26884.65
2016-06-22 08:40:00+0000,21019.9,5470.35,0.0,0.0,0.0,26490.25
2016-06-22 08:45:00+0000,21872.8,4671.54,0.0,0.0,0.0,26544.34
2016-06-22 08:50:00+0000,22805.3,2257.56,0.0,0.0,0.0,25062.86
2016-06-22 08:55:00+0000,23887.4,4223.26,0.0,0.0,0.0,28110.66
2016-06-22 09:00:00+0000,24805.2,2485.91,0.0,0.0,0.0,27291.11
2016-06-22 09:05:00+0000,25649.5,1355.17,0.0,5.36621,0.0,26999.304
2016-06-22 09:10:00+0000,26277.6,4230.28,0.0,0.0,0.0,30507.88
2016-06-22 09:15:00+0000,26727.9,3560.04,0.0,0.0,0.0,30287.94
2016-06-22 09:20:00+0000,27478.3,1831.09,0.0,42.6373,0.0,29266.753
2016-06-22 09:25:00+0000,28170.0,1363.23,0.0,38.5589,0.0,29494.671
2016-06-22 09:30:00+0000,28822.6,33.9237,0.0,1479.89,0.0,27376.634
2016-06-22 09:35:00+0000,29277.9,673.902,0.0,800.758,0.0,29151.044
2016-06-22 09:40:00+0000,29784.0,127.404,0.0,1788.52,0.0,28122.884
2016-06-22 09:45:00+0000,30401.2,221.238,0.0,2888.25,0.0,27734.188
2016-06-22 09:50:00+0000,30868.3,120.983,0.0,2987.15,0.0,28002.133
2016-06-22 09:55:00+0000,31462.5,175.78,0.0,4088.29,0.0,27549.99
2016-06-22 10:00:00+0000,31963.8,57.7206,0.0,5009.23,0.0,27012.291
2016-06-22 10:05:00+0000,32466.8,0.0,0.0,5842.32,0.0,26624.48
2016-06-22 10:10:00+0000,33146.0,0.0,0.0,5952.75,0.0,27193.25
2016-06-22 10:15:00+0000,33597.0,239.148,0.0,4834.55,0.0,29001.598
2016-06-22 10:20:00+0000,34273.4,193.096,0.0,6125.9,0.0,28340.596
2016-06-22 10:25:00+0000,34926.2,219.698,0.0,6898.13,0.0,28247.768
2016-06-22 10:30:00+0000,35448.3,0.0,0.0,8039.93,0.0,27408.37
2016-06-22 10:35:00+0000,36023.0,150.034,0.0,7642.07,0.0,28530.964
2016-06-22 10:40:00+0000,36767.1,99.8162,0.0,9192.6,0.0,27674.316
2016-06-22 10:45:00+0000,37125.9,0.0,0.0,10080.1,0.0,27045.8
2016-06-22 10:50:00+0000,37673.0,78.1712,0.0,10512.9,0.0,27238.271
2016-06-22 10:55:00+0000,38418.2,0.0,0.0,11002.8,0.0,27415.4
2016-06-22 11:00:00+0000,38713.6,0.0,0.0,11301.2,0.0,27412.4
2016-06-22 11:05:00+0000,39064.4,0.0,0.0,11736.9,0.0,27327.5
2016-06-22 11:10:00+0000,39424.6,0.0,0.0,12975.1,0.0,26449.5
2016-06-22 11:15:00+0000,39736.4,8.3832,0.0,12640.9,0.0,27103.883
2016-06-22 11:20:00+0000,40176.0,0.0,0.0,11911.8,0.0,28264.2
2016-06-22 11:25:00+0000,40995.8,0.0,0.0,13677.7,0.0,27318.1
2016-06-22 11:30:00+0000,41580.3,0.0,0.0,14096.9,0.0,27483.4
2016-06-22 11:35:00+0000,41634.9,0.0,0.0,13893.3,0.0,27741.6
2016-06-22 11:40:00+0000,42241.4,57.0954,0.0,14660.4,0.0,27638.095
2016-06-22 11:45:00+0000,42427.8,9.18945,0.0,15170.3,0.0,27266.689
2016-06-22 11:50:00+0000,42419.2,0.0,0.0,14485.4,0.0,27933.8
2016-06-22 11:55:00+0000,42699.0,0.0,0.0,14702.9,0.0,27996.1
2016-06-22 12:00:00+0000,42913.1,28.9161,0.0,14763.3,0.0,28178.716
2016-06-22 12:05:00+0000,43749.4,0.0,0.0,14856.5,0.0,28892.9
2016-06-22 12:10:00+0000,43744.9,50.4289,0.0,13550.3,0.0,30245.029
2016-06-22 12:15:00+0000,43717.2,0.0,0.0,13885.7,0.0,29831.5
2016-06-22 12:20:00+0000,43788.3,0.0,0.0,14741.0,0.0,29047.3
2016-06-22 12:25:00+0000,43933.9,23.0644,0.0,15759.7,0.0,28197.264
2016-06-22 12:30:00+0000,44077.2,0.0,0.0,15097.5,0.0,28979.7
2016-06-22 12:35:00+0000,44257.4,0.0,0.0,16429.9,0.0,27827.5
2016-06-22 12:40:00+0000,44360.3,1.36673,0.0,17466.2,0.0,26895.467
2016-06-22 12:45:00+0000,44638.2,49.1471,0.0,17496.8,0.0,27190.547
2016-06-22 12:50:00+0000,44722.2,0.0,0.0,19505.6,0.0,25216.6
2016-06-22 12:55:00+0000,44959.5,0.0,0.0,20155.1,0.0,24804.4
2016-06-22 13:00:00+0000,44370.9,0.0,0.0,18263.8,0.0,26107.1
2016-06-22 13:05:00+0000,44082.0,7.5,0.0,16313.5,0.0,27776.0
2016-06-22 13:10:00+0000,44154.4,12.0508,0.0,16032.9,0.0,28133.551
2016-06-22 13:15:00+0000,44625.8,0.0,0.0,15770.8,0.0,28855.0
2016-06-22 13:20:00+0000,44614.8,41.2794,0.0,13021.4,0.0,31634.679
2016-06-22 13:25:00+0000,44141.5,105.664,0.0,10801.8,0.0,33445.364
2016-06-22 13:30:00+0000,44449.1,0.0,0.0,13787.9,0.0,30661.2
2016-06-22 13:35:00+0000,44432.9,25.7734,0.0,16552.1,0.0,27906.573
2016-06-22 13:40:00+0000,44094.8,0.0,0.0,18795.6,0.0,25299.2
2016-06-22 13:45:00+0000,44326.1,0.0,0.0,21052.6,0.0,23273.5
2016-06-22 13:50:00+0000,43927.2,0.0,0.0,20982.4,0.0,22944.8
2016-06-22 13:55:00+0000,43689.9,0.0,0.0,21838.9,0.0,21851.0
2016-06-22 14:00:00+0000,43603.0,0.0,0.0,20927.5,0.0,22675.5
2016-06-22 14:05:00+0000,43393.3,0.0,0.0,21039.4,0.0,22353.9
2016-06-22 14:10:00+0000,42980.9,0.0,0.0,20894.7,0.0,22086.2
2016-06-22 14:15:00+0000,39239.5,0.0,0.0,15791.2,0.0,23448.3
2016-06-22 14:20:00+0000,41776.5,19.7663,0.0,18001.0,0.0,23795.266
2016-06-22 14:25:00+0000,43866.2,0.0,0.0,19622.3,0.0,24243.9
2016-06-22 14:30:00+0000,43554.7,0.0,0.0,20242.1,0.0,23312.6
2016-06-22 14:35:00+0000,42436.0,0.0,0.0,20724.9,0.0,21711.1
2016-06-22 14:40:00+0000,41248.2,0.0,0.0,19582.7,0.0,21665.5
2016-06-22 14:45:00+0000,41979.7,0.0,0.0,20400.4,0.0,21579.3
2016-06-22 14:50:00+0000,42102.1,0.0,0.0,22414.4,0.0,19687.7
2016-06-22 14:55:00+0000,40746.2,0.0,0.0,19658.2,0.0,21088.0
2016-06-22 15:00:00+0000,39955.5,0.0,0.0,18544.3,0.0,21411.2
2016-06-22 15:05:00+0000,39869.7,0.0,0.0,15377.2,0.0,24492.5
2016-06-22 15:10:00+0000,39883.2,0.0,0.0,15423.5,0.0,24459.7
2016-06-22 15:15:00+0000,39339.6,0.0,0.0,16338.6,0.0,23001.0
2016-06-22 15:20:00+0000,38721.6,0.0,0.0,16991.9,0.0,21729.7
2016-06-22 15:25:00+0000,39232.1,0.0,0.0,17493.9,0.0,21738.2
2016-06-22 15:30:00+0000,38540.5,0.0,0.0,16664.9,0.0,21875.6
2016-06-22 15:35:00+0000,35797.1,0.0,0.0,15401.4,0.0,20395.7
2016-06-22 15:40:00+0000,35681.2,59.9928,0.0,12922.6,0.0,22818.593
2016-06-22 15:45:00+0000,37314.3,0.0,0.0,14245.8,0.0,23068.5
2016-06-22 15:50:00+0000,36700.3,0.0,0.0,13192.8,0.0,23507.5
2016-06-22 15:55:00+0000,35195.4,0.0,0.0,10354.0,0.0,24841.4
2016-06-22 16:00:00+0000,36357.5,61.751,0.0,11096.0,0.0,25323.251
2016-06-22 16:05:00+0000,35388.9,155.333,0.0,9673.17,0.0,25871.063
2016-06-22 16:10:00+0000,34896.2,62.5928,0.0,9520.84,0.0,25437.953
2016-06-22 16:15:00+0000,34579.2,98.6304,0.0,9422.49,0.0,25255.34
2016-06-22 16:20:00+0000,33970.8,0.0,0.0,10814.6,0.0,23156.2
2016-06-22 16:25:00+0000,33082.0,85.2393,0.0,8228.93,0.0,24938.309
2016-06-22 16:30:00+0000,32476.3,0.0,0.0,8851.14,0.0,23625.16
2016-06-22 16:35:00+0000,30853.0,139.036,0.0,7157.95,0.0,23834.086
2016-06-22 16:40:00+0000,31477.3,113.179,0.0,7103.74,0.0,24486.739
2016-06-22 16:45:00+0000,30849.1,0.0,0.0,7511.14,0.0,23337.96
2016-06-22 16:50:00+0000,29835.2,75.3041,0.0,6487.03,0.0,23423.474
2016-06-22 16:55:00+0000,29334.8,155.21,0.0,5253.63,0.0,24236.38
2016-06-22 17:00:00+0000,28590.6,91.6945,0.0,5595.94,0.0,23086.354
2016-06-22 17:05:00+0000,27776.9,440.521,0.0,4412.53,0.0,23804.891
2016-06-22 17:10:00+0000,26927.5,209.877,0.0,1563.38,0.0,25573.997
2016-06-22 17:15:00+0000,26614.5,537.879,0.0,780.369,0.0,26372.01
2016-06-22 17:20:00+0000,25990.1,1029.16,0.0,224.683,0.0,26794.577
2016-06-22 17:25:00+0000,25371.0,1479.06,0.0,120.449,0.0,26729.611
2016-06-22 17:30:00+0000,24680.4,93.5649,0.0,346.55,0.0,24427.415
2016-06-22 17:35:00+0000,23921.2,1813.81,0.0,13.3113,0.0,25721.699
2016-06-22 17:40:00+0000,23220.8,3145.81,0.0,0.0,0.0,26366.61
2016-06-22 17:45:00+0000,21916.2,3283.53,0.0,0.0,0.0,25199.73
2016-06-22 17:50:00+0000,21345.3,3321.92,0.0,0.0,0.0,24667.22
2016-06-22 17:55:00+0000,20552.1,3605.67,0.0,0.0,0.0,24157.77
2016-06-22 18:00:00+0000,19679.5,7031.32,0.0,0.0,0.0,26710.82
2016-06-22 18:05:00+0000,18401.7,7202.59,0.0,0.0,0.0,25604.29
2016-06-22 18:10:00+0000,17936.2,9174.09,0.0,0.0,0.0,27110.29
2016-06-22 18:15:00+0000,17053.0,9363.63,0.0,0.0,0.0,26416.63
2016-06-22 18:20:00+0000,16447.7,11918.4,0.0,0.0,0.0,28366.1
2016-06-22 18:25:00+0000,15820.8,11175.7,0.0,0.0,0.0,26996.5
2016-06-22 18:30:00+0000,14995.9,12848.5,0.0,0.0,0.0,27844.4
2016-06-22 18:35:00+0000,14469.1,14268.8,0.0,0.0,0.0,28737.9
2016-06-22 18:40:00+0000,13731.8,13159.5,0.0,0.0,0.0,26891.3
2016-06-22 18:45:00+0000,13030.4,14393.1,0.0,0.0,0.0,27423.5
2016-06-22 18:50:00+0000,12490.2,13913.9,0.0,0.0,0.0,26404.1
2016-06-22 18:55:00+0000,11748.5,15808.0,0.0,0.0,0.0,27556.5
2016-06-22 19:00:00+0000,11294.0,15915.5,0.0,0.0,0.0,27209.5
2016-06-22 19:05:00+0000,10586.4,18606.8,0.0,0.0,0.0,29193.2
2016-06-22 19:10:00+0000,9885.43,18442.0,0.0,0.0,0.0,28327.43
2016-06-22 19:15:00+0000,9424.86,19345.2,0.0,0.0,0.0,28770.06
2016-06-22 19:20:00+0000,8905.86,18784.8,0.0,0.0,0.0,27690.66
2016-06-22 19:25:00+0000,8449.51,18696.4,0.0,0.0,0.0,27145.91
2016-06-22 19:30:00+0000,7807.76,22392.8,0.0,0.0,0.0,30200.56
2016-06-22 19:35:00+0000,7254.07,22808.5,0.0,0.0,0.0,30062.57
2016-06-22 19:40:00+0000,6816.76,22336.5,0.0,0.0,0.0,29153.26
2016-06-22 19:45:00+0000,6243.0,25107.7,0.0,0.0,0.0,31350.7
2016-06-22 19:50:00+0000,5662.37,29964.4,0.0,0.0,0.0,35626.77
2016-06-22 19:55:00+0000,5142.95,28326.9,0.0,0.0,0.0,33469.85
2016-06-22 20:00:00+0000,4701.2,27613.0,0.0,0.0,0.0,32314.2
2016-06-22 20:05:00+0000,4317.41,25568.8,0.0,0.0,0.0,29886.21
2016-06-22 20:10:00+0000,3934.71,26956.7,0.0,0.0,0.0,30891.41
2016-06-22 20:15:00+0000,3481.5,28257.0,0.0,0.0,0.0,31738.5
2016-06-22 20:20:00+0000,3044.49,30057.1,0.0,0.0,0.0,33101.59
2016-06-22 20:25:00+0000,2559.42,28594.4,0.0,0.0,0.0,31153.82
